YEAR,TRAIL,PLOT,SAMPLING_UNIT,SUBFAMILY,GENUS,SPECIES,TAXON,FUNCTIONAL_GROUP,N_OF_WORKERS
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,flavens,Pheidole_flavens,Generalist_omnivores,5
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,meinerti,Pheidole_meinerti,Generalist_omnivores,22
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,13
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_04,Pheidole_sp_04,Generalist_omnivores,1
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_11,Pheidole_sp_11,Generalist_omnivores,1
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_12,Pheidole_sp_12,Generalist_omnivores,1
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_15,Pheidole_sp_15,Generalist_omnivores,5
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_16,Pheidole_sp_16,Generalist_omnivores,1
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_31,Pheidole_sp_31,Generalist_omnivores,1
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,sp_32,Pheidole_sp_32,Generalist_omnivores,2
2006,LO6,2500,LO6_2500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,7
2006,LO6,2500,LO6_2500,Myrmicinae,Strumigenys,perparva,Strumigenys_perparva,Ground_dwelling_specialist_predators,1
2006,LO6,2500,LO6_2500,Myrmicinae,Wasmannia,auropunctata,Wasmannia_auropunctata,Ground_dwelling_omnivores,2
2006,LO6,2500,LO6_2500,Ponerinae,Mayaponera,constricta,Mayaponera_constricta,Ground_dwelling_generalist_predators,1
2006,LO6,2500,LO6_2500,Pseudomyrmicinae,Pseudomyrmex,gracilis,Pseudomyrmex_gracilis,Arboreal_predators,1
2006,LO6,2500,LO6_2500,Pseudomyrmicinae,Pseudomyrmex,sp_01,Pseudomyrmex_sp_01,Arboreal_predators,1
2006,LO6,3500,LO6_3500,Dorylinae,Labidus,coecus,Labidus_coecus,Raid_hunting_predators,149
2006,LO6,3500,LO6_3500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,8
2006,LO6,3500,LO6_3500,Formicinae,Camponotus,novogranadensis,Camponotus_novogranadensis,Arboreal_omnivores,5
2006,LO6,3500,LO6_3500,Formicinae,Nylanderia,guatemalensis,Nylanderia_guatemalensis,Generalist_omnivores,1
2006,LO6,3500,LO6_3500,Formicinae,Nylanderia,sp_01,Nylanderia_sp_01,Generalist_omnivores,3
2006,LO6,3500,LO6_3500,Myrmicinae,Blepharidatta,brasiliensis,Blepharidatta_brasiliensis,Generalist_omnivores,1
2006,LO6,3500,LO6_3500,Myrmicinae,Crematogaster,longispina,Crematogaster_longispina,Arboreal_omnivores,1
2006,LO6,3500,LO6_3500,Myrmicinae,Crematogaster,sotobosque,Crematogaster_sotobosque,Generalist_omnivores,4
2006,LO6,3500,LO6_3500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,25
2006,LO6,3500,LO6_3500,Myrmicinae,Cyphomyrmex,laevigatus,Cyphomyrmex_laevigatus,Cryptobiotic_attines,1
2006,LO6,3500,LO6_3500,Myrmicinae,Megalomyrmex,sp_02,Megalomyrmex_sp_02,Ground_dwelling_omnivores,2
2006,LO6,3500,LO6_3500,Myrmicinae,Paratrachymyrmex,opulentus,Paratrachymyrmex_opulentus,Leaf_cutters,2
2006,LO6,3500,LO6_3500,Myrmicinae,Paratrachymyrmex,sp_05,Paratrachymyrmex_sp_05,Leaf_cutters,4
2006,LO6,3500,LO6_3500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,23
2006,LO6,3500,LO6_3500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,13
2006,LO6,3500,LO6_3500,Myrmicinae,Pheidole,radoszkowskii,Pheidole_radoszkowskii,Generalist_omnivores,4
2006,LO6,3500,LO6_3500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,18
2006,LO6,3500,LO6_3500,Myrmicinae,Pheidole,sp_12,Pheidole_sp_12,Generalist_omnivores,2
2006,LO6,3500,LO6_3500,Myrmicinae,Pheidole,sp_26,Pheidole_sp_26,Generalist_omnivores,8
2006,LO6,3500,LO6_3500,Myrmicinae,Pheidole,sp_32,Pheidole_sp_32,Generalist_omnivores,1
2006,LO6,3500,LO6_3500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,5
2006,LO6,3500,LO6_3500,Myrmicinae,Sericomyrmex,sp_01,Sericomyrmex_sp_01,Cryptobiotic_attines,1
2006,LO6,3500,LO6_3500,Myrmicinae,Solenopsis,brevicornis,Solenopsis_brevicornis,Ground_dwelling_omnivores,2
2006,LO6,3500,LO6_3500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,1
2006,LO6,3500,LO6_3500,Myrmicinae,Solenopsis,saevissima,Solenopsis_saevissima,Ground_dwelling_omnivores,3
2006,LO6,3500,LO6_3500,Ponerinae,Hypoponera,sp_01,Hypoponera_sp_01,Ground_dwelling_generalist_predators,1
2006,LO6,3500,LO6_3500,Ponerinae,Hypoponera,sp_02,Hypoponera_sp_02,Ground_dwelling_generalist_predators,1
2006,LO6,3500,LO6_3500,Ponerinae,Hypoponera,sp_04,Hypoponera_sp_04,Ground_dwelling_generalist_predators,1
2006,LO6,3500,LO6_3500,Ponerinae,Mayaponera,constricta,Mayaponera_constricta,Ground_dwelling_generalist_predators,1
2006,LO6,3500,LO6_3500,Ponerinae,Pachycondyla,crassinoda,Pachycondyla_crassinoda,Raid_hunting_predators,1
2006,LO6,3500,LO6_3500,Ponerinae,Pachycondyla,harpax,Pachycondyla_harpax,Ground_dwelling_generalist_predators,1
2006,LO6,4500,LO6_4500,Dolichoderinae,Dolichoderus,diversus,Dolichoderus_diversus,Arboreal_omnivores,1
2006,LO6,4500,LO6_4500,Dorylinae,Labidus,praedator,Labidus_praedator,Raid_hunting_predators,5
2006,LO6,4500,LO6_4500,Dorylinae,Labidus,spininodis,Labidus_spininodis,Raid_hunting_predators,66
2006,LO6,4500,LO6_4500,Dorylinae,Nomamyrmex,esenbeckii,Nomamyrmex_esenbeckii,Raid_hunting_predators,17
2006,LO6,4500,LO6_4500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,6
2006,LO6,4500,LO6_4500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,7
2006,LO6,4500,LO6_4500,Formicinae,Camponotus,femoratus,Camponotus_femoratus,Arboreal_omnivores,30
2006,LO6,4500,LO6_4500,Formicinae,Camponotus,rapax,Camponotus_rapax,Generalist_omnivores,1
2006,LO6,4500,LO6_4500,Formicinae,Gigantiops,destructor,Gigantiops_destructor,Ground_dwelling_generalist_predators,5
2006,LO6,4500,LO6_4500,Myrmicinae,Blepharidatta,brasiliensis,Blepharidatta_brasiliensis,Generalist_omnivores,6
2006,LO6,4500,LO6_4500,Myrmicinae,Crematogaster,limata,Crematogaster_limata,Arboreal_omnivores,20
2006,LO6,4500,LO6_4500,Myrmicinae,Crematogaster,sp_02,Crematogaster_sp_02,Arboreal_omnivores,1
2006,LO6,4500,LO6_4500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,14
2006,LO6,4500,LO6_4500,Myrmicinae,Cyphomyrmex,peltatus,Cyphomyrmex_peltatus,Cryptobiotic_attines,3
2006,LO6,4500,LO6_4500,Myrmicinae,Myrmicocrypta,sp_01,Myrmicocrypta_sp_01,Cryptobiotic_attines,1
2006,LO6,4500,LO6_4500,Myrmicinae,Ochetomyrmex,semipolitus,Ochetomyrmex_semipolitus,Ground_dwelling_omnivores,10
2006,LO6,4500,LO6_4500,Myrmicinae,Octostruma,balzani,Octostruma_balzani,Ground_dwelling_specialist_predators,1
2006,LO6,4500,LO6_4500,Myrmicinae,Paratrachymyrmex,opulentus,Paratrachymyrmex_opulentus,Leaf_cutters,1
2006,LO6,4500,LO6_4500,Myrmicinae,Paratrachymyrmex,sp_01,Paratrachymyrmex_sp_01,Leaf_cutters,1
2006,LO6,4500,LO6_4500,Myrmicinae,Paratrachymyrmex,sp_08,Paratrachymyrmex_sp_08,Leaf_cutters,1
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,506
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,flavens,Pheidole_flavens,Generalist_omnivores,1
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,18
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,15
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_09,Pheidole_sp_09,Generalist_omnivores,1
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_14,Pheidole_sp_14,Generalist_omnivores,7
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_15,Pheidole_sp_15,Generalist_omnivores,32
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_16,Pheidole_sp_16,Generalist_omnivores,2
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_17,Pheidole_sp_17,Generalist_omnivores,9
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_26,Pheidole_sp_26,Generalist_omnivores,2
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,sp_32,Pheidole_sp_32,Generalist_omnivores,48
2006,LO6,4500,LO6_4500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,3
2006,LO6,4500,LO6_4500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,53
2006,LO6,4500,LO6_4500,Myrmicinae,Solenopsis,saevissima,Solenopsis_saevissima,Ground_dwelling_omnivores,2
2006,LO6,4500,LO6_4500,Myrmicinae,Strumigenys,denticulata,Strumigenys_denticulata,Ground_dwelling_specialist_predators,6
2006,LO6,4500,LO6_4500,Myrmicinae,Wasmannia,auropunctata,Wasmannia_auropunctata,Ground_dwelling_omnivores,9
2006,LO6,4500,LO6_4500,Ponerinae,Anochetus,diegensis,Anochetus_diegensis,Ground_dwelling_generalist_predators,3
2006,LO6,4500,LO6_4500,Ponerinae,Leptogenys,wheeleri,Leptogenys_wheeleri,Raid_hunting_predators,1
2006,LO6,4500,LO6_4500,Ponerinae,Pachycondyla,crassinoda,Pachycondyla_crassinoda,Raid_hunting_predators,5
2006,LO6,4500,LO6_4500,Ponerinae,Pachycondyla,harpax,Pachycondyla_harpax,Ground_dwelling_generalist_predators,1
2006,LO7,500,LO7_0500,Dorylinae,Labidus,praedator,Labidus_praedator,Raid_hunting_predators,277
2006,LO7,500,LO7_0500,Dorylinae,Neivamyrmex,angustinodis,Neivamyrmex_angustinodis,Raid_hunting_predators,2
2006,LO7,500,LO7_0500,Dorylinae,Neivamyrmex,iridensceens,Neivamyrmex_iridensceens,Raid_hunting_predators,1
2006,LO7,500,LO7_0500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,1
2006,LO7,500,LO7_0500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,5
2006,LO7,500,LO7_0500,Ectatomminae,Gnamptogenys,horni,Gnamptogenys_horni,Ground_dwelling_generalist_predators,1
2006,LO7,500,LO7_0500,Formicinae,Camponotus,fastigatus,Camponotus_fastigatus,Arboreal_omnivores,17
2006,LO7,500,LO7_0500,Formicinae,Nylanderia,guatemalensis,Nylanderia_guatemalensis,Generalist_omnivores,9
2006,LO7,500,LO7_0500,Formicinae,Nylanderia,sp_01,Nylanderia_sp_01,Generalist_omnivores,41
2006,LO7,500,LO7_0500,Myrmicinae,Blepharidatta,brasiliensis,Blepharidatta_brasiliensis,Generalist_omnivores,4
2006,LO7,500,LO7_0500,Myrmicinae,Crematogaster,brasiliensis,Crematogaster_brasiliensis,Arboreal_omnivores,2
2006,LO7,500,LO7_0500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,22
2006,LO7,500,LO7_0500,Myrmicinae,Cyphomyrmex,peltatus,Cyphomyrmex_peltatus,Cryptobiotic_attines,2
2006,LO7,500,LO7_0500,Myrmicinae,Ochetomyrmex,semipolitus,Ochetomyrmex_semipolitus,Ground_dwelling_omnivores,5
2006,LO7,500,LO7_0500,Myrmicinae,Octostruma,balzani,Octostruma_balzani,Ground_dwelling_specialist_predators,1
2006,LO7,500,LO7_0500,Myrmicinae,Paratrachymyrmex,cornetzi,Paratrachymyrmex_cornetzi,Leaf_cutters,1
2006,LO7,500,LO7_0500,Myrmicinae,Paratrachymyrmex,sp_05,Paratrachymyrmex_sp_05,Leaf_cutters,1
2006,LO7,500,LO7_0500,Myrmicinae,Paratrachymyrmex,sp_06,Paratrachymyrmex_sp_06,Leaf_cutters,1
2006,LO7,500,LO7_0500,Myrmicinae,Paratrachymyrmex,sp_07,Paratrachymyrmex_sp_07,Leaf_cutters,1
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,9
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,flavens,Pheidole_flavens,Generalist_omnivores,2
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,radoszkowskii,Pheidole_radoszkowskii,Generalist_omnivores,111
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_07,Pheidole_sp_07,Generalist_omnivores,1
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_14,Pheidole_sp_14,Generalist_omnivores,18
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_15,Pheidole_sp_15,Generalist_omnivores,5
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_16,Pheidole_sp_16,Generalist_omnivores,1
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_23,Pheidole_sp_23,Generalist_omnivores,1
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_24,Pheidole_sp_24,Generalist_omnivores,2
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_25,Pheidole_sp_25,Generalist_omnivores,22
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,sp_32,Pheidole_sp_32,Generalist_omnivores,2
2006,LO7,500,LO7_0500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,2
2006,LO7,500,LO7_0500,Myrmicinae,Solenopsis,brevicornis,Solenopsis_brevicornis,Ground_dwelling_omnivores,3
2006,LO7,500,LO7_0500,Myrmicinae,Solenopsis,saevissima,Solenopsis_saevissima,Ground_dwelling_omnivores,1
2006,LO7,500,LO7_0500,Myrmicinae,Wasmannia,auropunctata,Wasmannia_auropunctata,Ground_dwelling_omnivores,12
2006,LO7,500,LO7_0500,Ponerinae,Anochetus,horridus,Anochetus_horridus,Ground_dwelling_generalist_predators,1
2006,LO7,500,LO7_0500,Ponerinae,Hypoponera,sp_06,Hypoponera_sp_06,Ground_dwelling_generalist_predators,1
2006,LO7,500,LO7_0500,Ponerinae,Leptogenys,gaigei,Leptogenys_gaigei,Raid_hunting_predators,1
2006,LO7,500,LO7_0500,Ponerinae,Pachycondyla,crassinoda,Pachycondyla_crassinoda,Raid_hunting_predators,5
2006,LO7,1500,LO7_1500,Dorylinae,Neivamyrmex,iridensceens,Neivamyrmex_iridensceens,Raid_hunting_predators,3
2006,LO7,1500,LO7_1500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,3
2006,LO7,1500,LO7_1500,Ectatomminae,Gnamptogenys,horni,Gnamptogenys_horni,Ground_dwelling_generalist_predators,1
2006,LO7,1500,LO7_1500,Formicinae,Camponotus,ager,Camponotus_ager,Arboreal_omnivores,1
2006,LO7,1500,LO7_1500,Formicinae,Camponotus,fastigatus,Camponotus_fastigatus,Arboreal_omnivores,3
2006,LO7,1500,LO7_1500,Formicinae,Camponotus,novogranadensis,Camponotus_novogranadensis,Arboreal_omnivores,2
2006,LO7,1500,LO7_1500,Formicinae,Camponotus,rapax,Camponotus_rapax,Generalist_omnivores,1
2006,LO7,1500,LO7_1500,Formicinae,Nylanderia,sp_01,Nylanderia_sp_01,Generalist_omnivores,2
2006,LO7,1500,LO7_1500,Myrmicinae,Blepharidatta,brasiliensis,Blepharidatta_brasiliensis,Generalist_omnivores,1
2006,LO7,1500,LO7_1500,Myrmicinae,Crematogaster,stollii,Crematogaster_stollii,Arboreal_omnivores,2
2006,LO7,1500,LO7_1500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,65
2006,LO7,1500,LO7_1500,Myrmicinae,Mycocepurus,smithii,Mycocepurus_smithii,Cryptobiotic_attines,2
2006,LO7,1500,LO7_1500,Myrmicinae,Paratrachymyrmex,cornetzi,Paratrachymyrmex_cornetzi,Leaf_cutters,1
2006,LO7,1500,LO7_1500,Myrmicinae,Paratrachymyrmex,sp_05,Paratrachymyrmex_sp_05,Leaf_cutters,2
2006,LO7,1500,LO7_1500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,4
2006,LO7,1500,LO7_1500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,1
2006,LO7,1500,LO7_1500,Myrmicinae,Pheidole,sp_09,Pheidole_sp_09,Generalist_omnivores,2
2006,LO7,1500,LO7_1500,Myrmicinae,Pheidole,sp_15,Pheidole_sp_15,Generalist_omnivores,8
2006,LO7,1500,LO7_1500,Myrmicinae,Pheidole,sp_17,Pheidole_sp_17,Generalist_omnivores,2
2006,LO7,1500,LO7_1500,Myrmicinae,Pheidole,sp_19,Pheidole_sp_19,Generalist_omnivores,1
2006,LO7,1500,LO7_1500,Myrmicinae,Pheidole,sp_24,Pheidole_sp_24,Generalist_omnivores,4
2006,LO7,1500,LO7_1500,Myrmicinae,Pheidole,sp_26,Pheidole_sp_26,Generalist_omnivores,1
2006,LO7,1500,LO7_1500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,1
2006,LO7,1500,LO7_1500,Myrmicinae,Solenopsis,brevicornis,Solenopsis_brevicornis,Ground_dwelling_omnivores,2
2006,LO7,1500,LO7_1500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,1
2006,LO7,2500,LO7_2500,Dolichoderinae,Tapinoma,sp_01,Tapinoma_sp_01,Ground_dwelling_omnivores,1
2006,LO7,2500,LO7_2500,Dorylinae,Labidus,praedator,Labidus_praedator,Raid_hunting_predators,3
2006,LO7,2500,LO7_2500,Ectatomminae,Ectatomma,edentatum,Ectatomma_edentatum,Generalist_omnivores,4
2006,LO7,2500,LO7_2500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,1
2006,LO7,2500,LO7_2500,Ectatomminae,Gnamptogenys,horni,Gnamptogenys_horni,Ground_dwelling_generalist_predators,1
2006,LO7,2500,LO7_2500,Formicinae,Camponotus,crassus,Camponotus_crassus,Arboreal_omnivores,1
2006,LO7,2500,LO7_2500,Formicinae,Nylanderia,guatemalensis,Nylanderia_guatemalensis,Generalist_omnivores,3
2006,LO7,2500,LO7_2500,Formicinae,Nylanderia,sp_01,Nylanderia_sp_01,Generalist_omnivores,3
2006,LO7,2500,LO7_2500,Myrmicinae,Blepharidatta,brasiliensis,Blepharidatta_brasiliensis,Generalist_omnivores,5
2006,LO7,2500,LO7_2500,Myrmicinae,Crematogaster,brasiliensis,Crematogaster_brasiliensis,Arboreal_omnivores,2
2006,LO7,2500,LO7_2500,Myrmicinae,Crematogaster,limata,Crematogaster_limata,Arboreal_omnivores,1
2006,LO7,2500,LO7_2500,Myrmicinae,Crematogaster,sotobosque,Crematogaster_sotobosque,Generalist_omnivores,1
2006,LO7,2500,LO7_2500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,66
2006,LO7,2500,LO7_2500,Myrmicinae,Cyphomyrmex,peltatus,Cyphomyrmex_peltatus,Cryptobiotic_attines,2
2006,LO7,2500,LO7_2500,Myrmicinae,Mycocepurus,sp_01,Mycocepurus_sp_01,Cryptobiotic_attines,1
2006,LO7,2500,LO7_2500,Myrmicinae,Paratrachymyrmex,sp_05,Paratrachymyrmex_sp_05,Leaf_cutters,17
2006,LO7,2500,LO7_2500,Myrmicinae,Paratrachymyrmex,sp_07,Paratrachymyrmex_sp_07,Leaf_cutters,1
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,6
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,4
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,radoszkowskii,Pheidole_radoszkowskii,Generalist_omnivores,17
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,8
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,sp_11,Pheidole_sp_11,Generalist_omnivores,9
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,sp_24,Pheidole_sp_24,Generalist_omnivores,2
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,sp_25,Pheidole_sp_25,Generalist_omnivores,2
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,sp_26,Pheidole_sp_26,Generalist_omnivores,6
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,sp_28,Pheidole_sp_28,Generalist_omnivores,1
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,sp_29,Pheidole_sp_29,Generalist_omnivores,4
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,sp_30,Pheidole_sp_30,Generalist_omnivores,1
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,sp_32,Pheidole_sp_32,Generalist_omnivores,15
2006,LO7,2500,LO7_2500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,3
2006,LO7,2500,LO7_2500,Myrmicinae,Sericomyrmex,sp_01,Sericomyrmex_sp_01,Cryptobiotic_attines,1
2006,LO7,2500,LO7_2500,Myrmicinae,Solenopsis,brevicornis,Solenopsis_brevicornis,Ground_dwelling_omnivores,6
2006,LO7,2500,LO7_2500,Myrmicinae,Solenopsis,clytemnestra,Solenopsis_clytemnestra,Ground_dwelling_omnivores,1
2006,LO7,2500,LO7_2500,Myrmicinae,Strumigenys,carinithorax,Strumigenys_carinithorax,Ground_dwelling_specialist_predators,1
2006,LO7,2500,LO7_2500,Myrmicinae,Strumigenys,trinidadensis,Strumigenys_trinidadensis,Ground_dwelling_specialist_predators,1
2006,LO7,2500,LO7_2500,Ponerinae,Anochetus,horridus,Anochetus_horridus,Ground_dwelling_generalist_predators,1
2006,LO7,2500,LO7_2500,Ponerinae,Hypoponera,sp_05,Hypoponera_sp_05,Ground_dwelling_generalist_predators,1
2006,LO7,3500,LO7_3500,Dorylinae,Eciton,rapax,Eciton_rapax,Raid_hunting_predators,105
2006,LO7,3500,LO7_3500,Dorylinae,Neivamyrmex,gibbatus,Neivamyrmex_gibbatus,Raid_hunting_predators,1
2006,LO7,3500,LO7_3500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,2
2006,LO7,3500,LO7_3500,Formicinae,Camponotus,rapax,Camponotus_rapax,Generalist_omnivores,16
2006,LO7,3500,LO7_3500,Formicinae,Nylanderia,guatemalensis,Nylanderia_guatemalensis,Generalist_omnivores,2
2006,LO7,3500,LO7_3500,Formicinae,Nylanderia,sp_01,Nylanderia_sp_01,Generalist_omnivores,1
2006,LO7,3500,LO7_3500,Myrmicinae,Acromyrmex,sp_01,Acromyrmex_sp_01,Leaf_cutters,1
2006,LO7,3500,LO7_3500,Myrmicinae,Crematogaster,brasiliensis,Crematogaster_brasiliensis,Arboreal_omnivores,1
2006,LO7,3500,LO7_3500,Myrmicinae,Crematogaster,tenuicula,Crematogaster_tenuicula,Arboreal_omnivores,12
2006,LO7,3500,LO7_3500,Myrmicinae,Cyphomyrmex,peltatus,Cyphomyrmex_peltatus,Cryptobiotic_attines,2
2006,LO7,3500,LO7_3500,Myrmicinae,Mycetomoellerius,ruthae,Mycetomoellerius_ruthae,Leaf_cutters,1
2006,LO7,3500,LO7_3500,Myrmicinae,Paratrachymyrmex,sp_05,Paratrachymyrmex_sp_05,Leaf_cutters,3
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,biconstricta,Pheidole_biconstricta,Generalist_omnivores,3
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,flavens,Pheidole_flavens,Generalist_omnivores,2
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,fracticeps,Pheidole_fracticeps,Generalist_omnivores,4
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,meinerti,Pheidole_meinerti,Generalist_omnivores,4
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,radoszkowskii,Pheidole_radoszkowskii,Generalist_omnivores,2
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,sp_02,Pheidole_sp_02,Generalist_omnivores,10
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,sp_09,Pheidole_sp_09,Generalist_omnivores,1
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,sp_12,Pheidole_sp_12,Generalist_omnivores,2
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,sp_14,Pheidole_sp_14,Generalist_omnivores,3
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,sp_19,Pheidole_sp_19,Generalist_omnivores,1
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,sp_24,Pheidole_sp_24,Generalist_omnivores,1
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,sp_25,Pheidole_sp_25,Generalist_omnivores,1
2006,LO7,3500,LO7_3500,Myrmicinae,Pheidole,tortulosa,Pheidole_tortulosa,Generalist_omnivores,1
2006,LO7,3500,LO7_3500,Myrmicinae,Sericomyrmex,sp_01,Sericomyrmex_sp_01,Cryptobiotic_attines,1
2006,LO7,3500,LO7_3500,Myrmicinae,Solenopsis,castor,Solenopsis_castor,Ground_dwelling_omnivores,1
2006,LO7,3500,LO7_3500,Ponerinae,Mayaponera,arhuaca,Mayaponera_arhuaca,Ground_dwelling_generalist_predators,1
2006,LO7,3500,LO7_3500,Ponerinae,Odontomachus,opaciventris,Odontomachus_opaciventris,Ground_dwelling_generalist_predators,2
2006,LO7,3500,LO7_3500,Ponerinae,Pachycondyla,crassinoda,Pachycondyla_crassinoda,Raid_hunting_predators,3
2006,LO7,3500,LO7_3500,Ponerinae,Pachycondyla,harpax,Pachycondyla_harpax,Ground_dwelling_generalist_predators,1
2006,LO7,4500,LO7_4500,Dolichoderinae,Dolichoderus,gagates,Dolichoderus_gagates,Arboreal_omnivores,1
2006,LO7,4500,LO7_4500,Ectatomminae,Ectatomma,lugens,Ectatomma_lugens,Generalist_omnivores,1
2006,LO7,4500,LO7_4500,Ectatomminae,Gnamptogenys,horni,Gnamptogenys_horni,Ground_dwelling_generalist_predators,1
2006,LO7,4500,LO7_4500,Formicinae,Camponotus,ager,Camponotus_ager,Arboreal_omnivores,1
